"명호","단축명호","등록번호","생년월일","산차","검정일","최근분만일","최근건유일","누적착유일수","유량","유지율","유단백질","무지고형분율","체세포수천","mun","x305일유량","x305일유지량","x305일유단백","x305일무지고형분량","성년형유량","성년형유지량","성년형유단백량","성년형무지고형분량","분만난이","가수제코드","가수제일자","농후사료비","농후사료급여량","공태일수","최종수정일자","촤종수정횟수","최종수정정액코드","체점수","분만후첫수정일까지일수","전산차비유지속성","현재산차비유지속성","비유최고도달일수","비유후기최고유량","비유초기평균유지율","비유초기평균단백율","비유초기평균Mun","최고유량체세포","건유전마지막유량","전산차건유전유량"
575,"223",500907539,"2012-04-16",4,"2018-07-15","2018-01-01",NA,195,36.6,3.51,2.72,8.11,58,13.9,13276,527,387,1126,12830,510,376,1097,1,81,"2018-01-01",2600,10,0,"2018-06-23",2,NA,NA,134,82.4,0,105,56.2,4.2,3.03,11,10,56,31.6
440,"323",501115601,"2015-11-20",1,"2018-07-15","2018-01-08",NA,188,26,4.37,3.11,9.15,117,11.8,8219,373,278,755,8932,417,312,852,1,81,"2018-01-08",2600,10,125,"2018-05-13",1,NA,NA,126,0,0,157,28.8,5,3.67,10,41,0,0
264,"180",500768090,"2009-12-17",5,"2018-07-15","2018-05-21",NA,55,34.8,3.96,2.77,8.52,31,10.3,0,0,0,0,0,0,0,0,1,82,"2018-05-21",2600,10,0,NA,NA,NA,NA,NA,71.4,0,55,34.8,3.94,2.87,10,31,97,11
252,"261",500987009,"2013-09-10",2,"2018-07-15","2017-07-28",NA,352,32.8,3.84,3.06,8.37,36,10.5,12861,470,378,1073,13669,504,406,1167,1,82,"2017-07-28",2600,10,259,"2018-04-13",2,NA,NA,99,87.7,69.1,84,51.8,3.69,2.71,11,50,68,21.8
458,"275",501010770,"2014-01-25",2,"2018-07-15","2017-04-16",NA,455,29.2,3.23,2.98,8.53,194,10.6,11884,415,349,1022,12050,434,364,1077,1,82,"2017-04-16",2600,10,409,"2018-05-30",6,NA,NA,122,81.4,52.5,61,51.8,3.33,2.67,12,7,67,20.2
571,"307",501072333,"2015-03-26",1,"2018-07-15","2017-03-15",NA,487,17.2,5.2,3.06,8.91,46,9.6,10003,408,313,893,10918,459,351,1012,1,82,"2017-03-15",2600,10,340,"2018-02-18",4,NA,NA,99,0,94.5,93,37.2,4.58,2.97,8,20,0,0
47,"270-10",501061293,"2014-10-01",2,"2018-07-15","2018-01-08",NA,188,39.2,3.01,2.83,8.42,32,8,10928,391,342,954,11073,402,360,1009,1,82,"2018-01-08",2600,10,134,"2018-05-22",2,NA,NA,105,0,0,98,46,4.16,3.17,8,55,57,29.4
360,"331",501134198,"2016-05-03",1,"2018-07-15","2018-03-07",NA,130,29.6,3.91,3.13,8.93,31,11.3,9765,384,312,864,10818,438,354,991,1,88,"2018-03-07",2600,10,0,"2018-07-17",3,NA,NA,82,0,0,99,34,4.28,3.39,8,12,0,0
185,"200",500837336,"2010-11-19",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
563,"292",501046081,"2014-09-23",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
430,"339",501154214,"2016-07-17",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2017-10-20",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
377,"342",501154216,"2016-07-30",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2017-10-20",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
270,"361",501190095,"2017-03-31",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-06-05",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
33,"381",501229815,"2017-12-24",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
545,"384",501229817,"2018-01-08",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
276,"375",501229862,"2017-10-24",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
408,"299",501059812,"2014-11-24",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
106,"190",500806323,"2010-06-27",4,"2018-07-15","2017-09-11","2018-06-13",275,0,0,0,0,0,0,11390,442,355,1018,12244,467,369,1065,1,12,"2018-06-13",520,2,60,"2017-11-10",1,NA,NA,61,62,0,96,48.8,4.37,3.08,13,23,63,18.2
477,"161",500671572,"2008-10-01",7,"2018-07-15","2017-12-21",NA,206,39.2,3.84,3.06,8.51,202,13.8,12993,524,436,1157,13205,529,436,1161,1,82,"2017-12-21",2600,10,176,"2018-06-15",2,NA,NA,136,70.1,0,26,52.8,4.4,3.27,10,18,59,19.2
183,"260",500981876,"2013-08-25",3,"2018-07-15","2017-10-22","2018-07-26",266,33.4,3.59,3.42,9.12,40,10.6,12224,452,410,1109,12511,460,419,1140,1,82,"2017-10-22",2600,10,59,"2017-12-20",1,NA,NA,60,60.8,66.3,86,50.4,3.08,3.16,13,27,50,26
361,"328",501127672,"2016-03-14",1,"2018-07-15","2018-05-08",NA,68,27.2,3.89,2.53,8.32,179,12.2,0,0,0,0,0,0,0,0,1,82,"2018-05-08",2600,10,0,NA,NA,NA,NA,NA,0,0,37,28,3.73,2.74,11,66,0,0
194,"337",501150342,"2016-07-07",1,"2018-07-15","2018-06-02",NA,43,24,4.05,2.89,8.91,36,7.6,0,0,0,0,0,0,0,0,1,82,"2018-06-02",2600,10,0,NA,NA,NA,NA,NA,0,0,74,24.2,4.31,3.23,7,26,0,0
22,"340",501154574,"2016-07-17",1,"2018-07-15","2018-06-16",NA,29,17.2,3.59,3,8.98,52,10.3,0,0,0,0,0,0,0,0,1,87,"2018-06-16",2600,10,0,NA,NA,NA,NA,NA,0,0,29,17.2,3.91,3,9,52,0,0
146,"330",501134199,"2016-04-20",1,"2018-07-15","2018-03-10",NA,127,28.2,3.92,2.89,8.84,97,11.2,9207,352,288,810,10123,399,325,923,1,88,"2018-03-10",2600,10,0,NA,NA,NA,NA,NA,0,0,96,33.6,3.97,3.29,9,63,0,0
16,"224",500907541,"2012-04-26",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
591,"271",501008804,"2013-12-11",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
133,"277",501015132,"2014-03-03",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
136,"281",501033171,"2014-06-10",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
351,"322",501115599,"2015-11-03",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
443,"352",501178986,"2016-12-21",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-02-27",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
212,"349",501172227,"2016-11-18",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-06-10",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
315,"362",501195929,"2017-04-16",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-08-05",2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
548,"0379",501229814,"2017-12-21",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
137,"0390",501246113,"2018-04-25",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
594,"263",500998224,"2013-10-28",2,"2018-07-15","2017-05-18","2018-06-13",391,0,0,0,0,0,0,10244,275,312,886,10494,287,328,939,1,12,"2018-06-13",520,2,174,"2017-11-08",2,NA,NA,98,99.2,76.5,29,45.2,2.13,2.85,9,9,65,27.6
479,"288",501044713,"2014-08-12",1,"2018-07-15","2016-08-16","2018-05-17",639,0,0,0,0,0,0,8559,356,285,768,9718,409,327,893,1,12,"2018-05-17",520,2,453,"2017-11-12",8,NA,NA,87,0,102.9,304,34,3.64,3.01,8,23,0,0
6,"312",501098027,"2015-07-28",1,"2018-07-15","2017-06-08","2018-06-13",370,0,0,0,0,0,0,8844,357,275,801,9989,411,313,923,1,12,"2018-06-13",520,2,155,"2017-11-10",4,NA,NA,66,0,109.5,191,33.2,3.61,2.9,7,117,0,0
173,"253",500956313,"2013-03-21",3,"2018-07-15","2017-08-02","2018-04-17",258,0,0,0,0,0,0,7131,258,235,642,7633,276,251,696,1,12,"2018-04-17",520,2,79,"2017-10-20",2,NA,NA,41,40.4,0,47,35.4,3.5,3.29,8,47,73,9.6
226,"145",500622014,"2007-12-02",7,"2018-07-15","2018-01-05",NA,191,35.8,3.87,2.94,8.48,153,12.6,12623,472,394,1121,12721,477,403,1146,1,21,"2018-01-05",2600,10,132,"2018-05-17",1,NA,NA,133,75,0,70,51.8,3.84,3,9,14,0,20.8
486,"226",500929508,"2012-08-03",3,"2018-07-15","2017-10-25",NA,263,28.2,3.12,2.82,8.37,363,9.1,12978,450,379,1110,13166,452,380,1115,1,81,"2017-10-25",2600,10,113,"2018-02-15",1,NA,NA,114,62.9,31.7,52,60.6,3.78,2.93,11,121,181,11.8
362,"274",501008807,"2013-12-20",2,"2018-07-15","2017-09-11",NA,307,29.2,3.48,3.14,8.62,249,8.4,12812,456,403,1120,13494,480,425,1192,1,81,"2017-09-11",2600,10,257,"2018-05-26",5,NA,NA,90,70.4,64.8,96,50.6,3.69,3.03,11,56,63,25.4
198,"302",501072392,"2015-01-16",2,"2018-07-15","2018-01-04",NA,192,37,3.2,2.97,8.75,106,9.4,10943,418,366,1007,11229,436,390,1080,1,81,"2018-01-04",2600,10,148,"2018-06-01",2,NA,NA,44,81.9,0,39,44.4,3.72,3.31,8,83,59,29
103,"309",501089893,"2015-06-01",1,"2018-07-15","2017-12-04",NA,223,36.2,3.46,2.99,8.82,72,13.2,10389,418,315,888,10764,440,338,952,1,81,"2017-12-04",2600,10,138,"2018-04-21",1,NA,NA,139,0,0,70,38.2,4.76,3.09,11,42,0,0
166,"335",501150339,"2016-07-02",1,"2018-07-15","2018-05-28",NA,48,27.4,3.35,2.6,8.12,30,9.8,0,0,0,0,0,0,0,0,1,81,"2018-05-28",2600,10,0,"2018-07-17",1,NA,NA,51,0,0,48,27.4,3.8,2.86,9,30,0,0
439,"376",500999291,"2013-12-09",3,"2018-07-15","2018-01-07",NA,189,37.6,3.78,3.03,8.82,50,11.9,11815,485,396,1091,11619,480,401,1111,1,82,"2018-01-07",2600,10,0,NA,NA,NA,NA,NA,88.2,0,36,47.8,3.86,3.38,9,18,56,29.2
216,"267",500998124,"2013-11-28",2,"2018-07-15","2017-03-10",NA,492,29.6,3.96,3.51,9.28,55,9,12776,468,412,1143,12865,484,430,1202,1,82,"2017-03-10",2600,10,346,"2018-02-19",6,NA,NA,92,78.2,78.1,98,54,3.54,3.2,8,8,68,25.8
215,"321",501111424,"2015-10-22",1,"2018-07-15","2018-05-16",NA,60,35.6,3.18,2.72,8.29,336,10.5,0,0,0,0,0,0,0,0,1,82,"2018-05-16",2600,10,0,NA,NA,NA,NA,NA,0,0,29,36,3.09,2.69,10,161,0,0
57,"303",501072395,"2015-01-18",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
467,"353",501178987,"2016-12-31",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
24,"358",501184509,"2017-03-10",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-06-03",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
513,"360",501184512,"2017-03-15",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-06-03",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
549,"377",501229864,"2017-11-11",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
39,"315",501101061,"2015-09-05",1,"2018-07-15","2017-10-10","2018-07-08",271,0,0,0,0,0,0,9681,417,306,860,10542,458,341,961,1,12,"2018-07-08",520,2,54,"2017-12-03",1,NA,NA,55,0,0,67,34.6,3.9,3.02,11,20,0,0
474,"265",500998126,"2013-11-22",2,"2018-07-15","2017-11-05",NA,252,29.6,3.77,2.97,8.48,221,14.7,12976,466,418,1152,12979,466,424,1173,1,81,"2017-11-05",2600,10,144,"2018-03-29",2,NA,NA,92,60,47.3,41,56.2,3.59,3.32,13,19,61,21.8
325,"386",501032272,"2014-07-07",2,"2018-07-15","2017-08-29",NA,320,33.4,3.52,2.96,8.61,241,10.2,13113,449,393,1151,14280,492,433,1288,1,81,"2017-08-29",2600,10,109,"2017-12-16",1,NA,NA,110,0,61.4,52,53.4,3.51,2.89,12,11,59,36.2
202,"318",501106074,"2015-09-21",1,"2018-07-15","2017-10-24",NA,264,26,4.09,3.15,8.88,193,10.1,8045,337,266,716,8760,370,296,800,1,81,"2017-10-24",2600,10,178,"2018-04-20",4,NA,NA,67,0,72.7,111,30.6,4.35,3.46,10,91,0,0
71,"334",501144516,"2016-06-10",1,"2018-07-15","2018-05-09",NA,67,29.4,3.32,2.59,7.99,21,10,0,0,0,0,0,0,0,0,1,81,"2018-05-09",2600,10,0,NA,NA,NA,NA,NA,0,0,36,32.6,3.19,2.72,11,29,0,0
274,"9999",501229813,"2015-10-01",1,"2018-07-15","2017-11-24",NA,233,25.6,3.47,3.09,8.88,42,10.9,8401,288,254,728,8955,312,279,799,1,81,"2017-11-24",2600,10,149,"2018-04-22",2,NA,NA,126,0,81.2,143,30.4,0,0,0,125,0,0
95,"219",500899123,"2012-01-18",4,"2018-07-15","2017-03-13","2018-07-26",489,24.4,4.85,3.33,8.85,303,11.9,11819,476,375,1024,11356,467,372,1019,1,82,"2017-03-13",2600,10,295,"2018-01-02",6,NA,NA,71,61.6,80.6,33,49.2,4.47,3.31,11,70,0,25
27,"317",501101063,"2015-09-07",1,"2018-07-15","2017-08-12",NA,337,23.2,4.48,3.3,9.19,12,9,7437,350,258,701,8479,404,297,818,1,82,"2017-08-12",2600,10,183,"2018-02-11",2,NA,NA,93,0,91.6,96,28.8,4.35,3.24,10,52,0,0
74,"332",501134197,"2016-05-11",1,"2018-07-15","2018-04-25",NA,81,33,3.44,2.85,8.72,228,9.8,10223,340,296,858,11399,392,336,980,1,82,"2018-04-25",2600,10,0,NA,NA,NA,NA,NA,0,0,50,35.6,3.34,2.91,10,168,0,0
333,"296",501059907,"2014-11-01",2,"2018-07-15","2017-12-16",NA,211,28.6,3.82,3.25,9.32,13,10.4,9487,379,325,898,9546,386,336,929,1,87,"2017-12-16",2600,10,64,"2018-02-18",1,NA,NA,65,86.9,0,90,36.4,3.6,3.27,9,11,56,19
393,"205",500837340,"2011-01-20",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2012-11-07",5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
473,"257",500967428,"2013-06-05",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
299,"289",501044714,"2014-08-26",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
569,"341",501154215,"2016-07-29",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2017-10-20",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
489,"357",501184508,"2017-03-09",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-06-22",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
338,"368",501217223,"2017-08-12",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
222,"373",501229860,"2017-10-19",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
453,"380",501237384,"2017-12-23",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
243,"385",501237727,"2018-02-03",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
587,"391",501246114,"2018-05-08",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
384,"389",501248185,"2018-03-30",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
282,"346",501163882,"2016-10-14",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,NA,0,0,0,"2017-11-10",1,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
241,"338",501154213,"2016-07-18",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,NA,0,0,0,"2017-10-20",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
163,"311",501098026,"2015-07-12",1,"2018-07-15","2017-05-21","2018-05-20",364,0,0,0,0,0,0,9359,403,316,854,10613,471,366,1001,1,12,"2018-05-20",520,2,153,"2017-10-21",3,NA,NA,60,0,81.7,26,35.8,3.74,2.95,10,77,0,0
180,"283",501033175,"2014-06-22",3,"2018-07-15","2018-06-23",NA,22,38.4,3.95,2.84,8.65,67,4.5,0,0,0,0,0,0,0,0,1,81,"2018-06-23",2600,10,0,NA,NA,NA,NA,NA,32.4,0,53,47.8,3.36,2.61,6,23,64,15.4
161,"310",501089892,"2015-06-23",2,"2018-07-15","2018-07-04",NA,11,31.4,3.47,3.03,9.03,26,8.3,0,0,0,0,0,0,0,0,1,82,"2018-07-04",2600,10,0,NA,NA,NA,NA,NA,97.6,0,11,31.4,3.38,2.82,7,26,62,25.8
452,"188",500793060,"2010-05-03",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2011-12-05",3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
150,"218",500899122,"2012-01-07",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2013-11-22",3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
451,"278",501023542,"2014-04-04",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
335,"293",501046082,"2014-10-07",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
572,"300",501059813,"2014-12-05",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
532,"320",501106076,"2015-10-05",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
244,"350",501172228,"2016-12-03",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
475,"354",501184504,"2017-01-15",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
506,"356",501184506,"2017-02-11",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-07-13",2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
541,"363",501200370,"2017-06-04",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
399,"372",501216873,"2017-10-16",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
179,"367",501218270,"2017-07-28",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
114,"378",501229837,"2017-11-30",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
491,"376",501229863,"2017-11-03",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
154,"387",501237729,"2018-02-20",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
488,"388",501248184,"2018-03-22",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
53,"390",501039344,"2014-08-02",2,"2018-07-15","2017-09-26","2018-06-13",260,0,0,0,0,0,0,11634,426,350,1002,12451,457,377,1090,1,12,"2018-06-13",520,2,51,"2017-11-16",1,NA,NA,52,57.1,0,24,48.6,2.76,2.85,12,6,61,27.4
582,"087",500541638,"2006-08-18",8,"2018-07-15","2017-11-11",NA,246,29.4,3.61,2.95,8.04,1684,11.8,10290,426,337,912,10567,429,344,934,1,81,"2017-11-11",2600,10,0,NA,NA,NA,NA,NA,59.5,51.9,66,42.8,3.98,3.3,9,71,62,12.8
328,"237",500956323,"2012-10-16",4,"2018-07-15","2017-11-09",NA,248,29.2,3.29,2.87,8.61,226,10.8,11793,416,358,1052,11630,407,353,1037,1,81,"2017-11-09",2600,10,82,"2018-01-30",1,NA,NA,83,0,43,43,46.8,3.61,3.12,11,22,68,34.2
422,"280",501033169,"2014-06-01",2,"2018-07-15","2017-10-13",NA,275,24.4,5.65,3.7,9.23,921,12.3,9960,403,343,922,10366,418,360,974,1,81,"2017-10-13",2600,10,0,NA,NA,NA,NA,NA,0,68.5,34,40.6,4.4,3.4,9,539,118,28
104,"395",501053730,"2014-10-23",2,"2018-07-15","2017-09-23",NA,295,27.4,3.51,2.9,8.29,70,12.6,9694,386,293,839,10473,418,320,924,1,81,"2017-09-23",2600,10,63,"2017-11-25",1,NA,NA,64,71.4,45.2,84,43.4,3.79,2.91,13,186,49,27
66,"294",501059905,"2014-10-22",2,"2018-07-15","2018-03-12",NA,125,35.4,4.46,3.14,9.01,29,10.6,10668,490,344,969,10664,503,357,1012,1,81,"2018-03-12",2600,10,0,"2018-07-09",2,NA,NA,56,91.3,0,35,42.2,4.35,3.06,9,9,85,19
48,"239",500956325,"2012-10-19",3,"2018-07-15","2018-03-22",NA,115,45.6,2.92,2.52,8.17,100,10.2,14096,422,378,1189,13529,413,374,1179,1,82,"2018-03-22",2600,10,80,"2018-06-10",1,NA,NA,81,84.1,0,84,57,3.01,2.55,11,81,52,29
355,"284",501033177,"2014-06-24",2,"2018-07-15","2017-10-16",NA,272,41.6,3.46,2.94,8.77,50,9.3,12458,446,381,1111,12966,463,399,1174,1,82,"2017-10-16",2600,10,0,"2018-07-17",5,NA,NA,79,99.4,118.2,182,47.8,3.74,2.85,13,37,50,34.2
193,"286",501041350,"2014-07-26",2,"2018-07-15","2017-11-03",NA,254,32,4.26,3.31,8.84,90,10.8,10734,454,354,973,10923,465,368,1016,1,82,"2017-11-03",520,2,62,"2018-01-04",1,NA,NA,63,84.9,0,43,47.6,3.94,3.28,12,144,56,24.2
265,"319",501106075,"2015-10-02",1,"2018-07-15","2017-10-19",NA,269,34,3.81,3.06,9.07,25,10.1,10351,411,316,900,11271,452,352,1005,1,82,"2017-10-19",2600,10,105,"2018-02-01",1,NA,NA,106,0,85.8,238,39.4,3.97,2.83,13,15,0,0
397,"327",501127671,"2016-03-01",1,"2018-07-15","2018-03-07",NA,130,24.6,3.38,3.07,9.12,16,11.6,7193,264,240,648,7851,297,269,734,1,88,"2018-03-07",2600,10,81,"2018-05-27",1,NA,NA,82,0,0,73,25.4,4.17,3.62,9,15,0,0
293,"282",501033173,"2014-06-21",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
433,"290",501044715,"2014-08-28",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
